State,num_deaths,area,Date,full_name
CO,2,West,2021-02-08,Colorado
HI,0,West,2021-02-08,Hawaii
ID,9,West,2021-02-08,Idaho
MT,0,West,2021-02-08,Montana
NM,13,West,2021-02-08,New Mexico
NV,2,West,2021-02-08,Nevada
OR,1,West,2021-02-08,Oregon
UT,2,West,2021-02-08,Utah
WA,2,West,2021-02-08,Washington
WY,0,West,2021-02-08,Wyoming
IA,2,Midwest,2021-02-08,Iowa
IL,35,Midwest,2021-02-08,Illinois
IN,58,Midwest,2021-02-08,Indiana
KS,96,Midwest,2021-02-08,Kansas
MI,11,Midwest,2021-02-08,Michigan
MN,3,Midwest,2021-02-08,Minnesota
MO,0,Midwest,2021-02-08,Missouri
ND,0,Midwest,2021-02-08,North Dakota
NE,0,Midwest,2021-02-08,Nebraska
OH,36,Midwest,2021-02-08,Ohio
OK,4,Midwest,2021-02-08,Oklahoma
SD,0,Midwest,2021-02-08,South Dakota
WI,1,Midwest,2021-02-08,Wisconsin
AL,6,South,2021-02-08,Alabama
AR,27,South,2021-02-08,Arkansas
FL,119,South,2021-02-08,Florida
GA,35,South,2021-02-08,Georgia
KY,31,South,2021-02-08,Kentucky
LA,19,South,2021-02-08,Louisiana
MS,1,South,2021-02-08,Mississippi
NC,8,South,2021-02-08,North Carolina
SC,32,South,2021-02-08,South Carolina
TN,97,South,2021-02-08,Tennessee
TX,57,South,2021-02-08,Texas
VA,34,South,2021-02-08,Virginia
WV,2,South,2021-02-08,West Virginia
CT,68,Northeast,2021-02-08,Connecticut
DC,4,Northeast,2021-02-08,NA
DE,0,Northeast,2021-02-08,Delaware
MA,55,Northeast,2021-02-08,Massachusetts
MD,23,Northeast,2021-02-08,Maryland
ME,1,Northeast,2021-02-08,Maine
NH,2,Northeast,2021-02-08,New Hampshire
NJ,22,Northeast,2021-02-08,New Jersey
NY,115,Northeast,2021-02-08,New York
PA,4,Northeast,2021-02-08,Pennsylvania
RI,24,Northeast,2021-02-08,Rhode Island
VT,0,Northeast,2021-02-08,Vermont
GU,0,Territories,2021-02-08,NA
MP,0,Territories,2021-02-08,NA
PR,5,Territories,2021-02-08,NA
VI,0,Territories,2021-02-08,NA
AK,1,West,2021-02-09,Alaska
AZ,231,West,2021-02-09,Arizona
CA,327,West,2021-02-09,California
CO,13,West,2021-02-09,Colorado
HI,0,West,2021-02-09,Hawaii
ID,4,West,2021-02-09,Idaho
MT,1,West,2021-02-09,Montana
NM,18,West,2021-02-09,New Mexico
NV,37,West,2021-02-09,Nevada
OR,7,West,2021-02-09,Oregon
UT,10,West,2021-02-09,Utah
WA,107,West,2021-02-09,Washington
WY,23,West,2021-02-09,Wyoming
IA,35,Midwest,2021-02-09,Iowa
IL,18,Midwest,2021-02-09,Illinois
IN,67,Midwest,2021-02-09,Indiana
KS,0,Midwest,2021-02-09,Kansas
MI,60,Midwest,2021-02-09,Michigan
MN,5,Midwest,2021-02-09,Minnesota
MO,6,Midwest,2021-02-09,Missouri
ND,-1,Midwest,2021-02-09,North Dakota
NE,10,Midwest,2021-02-09,Nebraska
OH,98,Midwest,2021-02-09,Ohio
OK,53,Midwest,2021-02-09,Oklahoma
SD,0,Midwest,2021-02-09,South Dakota
WI,39,Midwest,2021-02-09,Wisconsin
AL,30,South,2021-02-09,Alabama
AR,38,South,2021-02-09,Arkansas
FL,233,South,2021-02-09,Florida
GA,120,South,2021-02-09,Georgia
KY,33,South,2021-02-09,Kentucky
LA,18,South,2021-02-09,Louisiana
MS,72,South,2021-02-09,Mississippi
NC,55,South,2021-02-09,North Carolina
SC,4,South,2021-02-09,South Carolina
TN,65,South,2021-02-09,Tennessee
TX,301,South,2021-02-09,Texas
VA,58,South,2021-02-09,Virginia
WV,19,South,2021-02-09,West Virginia
CT,16,Northeast,2021-02-09,Connecticut
DC,5,Northeast,2021-02-09,NA
DE,13,Northeast,2021-02-09,Delaware
MA,68,Northeast,2021-02-09,Massachusetts
MD,41,Northeast,2021-02-09,Maryland
ME,3,Northeast,2021-02-09,Maine
NH,3,Northeast,2021-02-09,New Hampshire
NJ,92,Northeast,2021-02-09,New Jersey
NY,142,Northeast,2021-02-09,New York
PA,149,Northeast,2021-02-09,Pennsylvania
RI,12,Northeast,2021-02-09,Rhode Island
VT,3,Northeast,2021-02-09,Vermont
GU,0,Territories,2021-02-09,NA
MP,0,Territories,2021-02-09,NA
PR,4,Territories,2021-02-09,NA
VI,0,Territories,2021-02-09,NA
AK,0,West,2021-02-10,Alaska
AZ,176,West,2021-02-10,Arizona
CA,518,West,2021-02-10,California
CO,24,West,2021-02-10,Colorado
HI,5,West,2021-02-10,Hawaii
ID,11,West,2021-02-10,Idaho
MT,5,West,2021-02-10,Montana
NM,31,West,2021-02-10,New Mexico
NV,23,West,2021-02-10,Nevada
OR,13,West,2021-02-10,Oregon
UT,17,West,2021-02-10,Utah
WA,45,West,2021-02-10,Washington
WY,0,West,2021-02-10,Wyoming
IA,29,Midwest,2021-02-10,Iowa
IL,53,Midwest,2021-02-10,Illinois
IN,52,Midwest,2021-02-10,Indiana
KS,106,Midwest,2021-02-10,Kansas
MI,12,Midwest,2021-02-10,Michigan
MN,11,Midwest,2021-02-10,Minnesota
MO,12,Midwest,2021-02-10,Missouri
ND,2,Midwest,2021-02-10,North Dakota
NE,8,Midwest,2021-02-10,Nebraska
OH,63,Midwest,2021-02-10,Ohio
OK,30,Midwest,2021-02-10,Oklahoma
SD,6,Midwest,2021-02-10,South Dakota
WI,35,Midwest,2021-02-10,Wisconsin
AL,207,South,2021-02-10,Alabama
AR,25,South,2021-02-10,Arkansas
FL,160,South,2021-02-10,Florida
GA,118,South,2021-02-10,Georgia
KY,46,South,2021-02-10,Kentucky
LA,35,South,2021-02-10,Louisiana
MS,25,South,2021-02-10,Mississippi
NC,135,South,2021-02-10,North Carolina
SC,38,South,2021-02-10,South Carolina
TN,100,South,2021-02-10,Tennessee
TX,385,South,2021-02-10,Texas
VA,19,South,2021-02-10,Virginia
WV,25,South,2021-02-10,West Virginia
CT,28,Northeast,2021-02-10,Connecticut
DC,4,Northeast,2021-02-10,NA
DE,23,Northeast,2021-02-10,Delaware
MA,82,Northeast,2021-02-10,Massachusetts
MD,33,Northeast,2021-02-10,Maryland
ME,2,Northeast,2021-02-10,Maine
NH,7,Northeast,2021-02-10,New Hampshire
NJ,88,Northeast,2021-02-10,New Jersey
NY,138,Northeast,2021-02-10,New York
PA,125,Northeast,2021-02-10,Pennsylvania
RI,11,Northeast,2021-02-10,Rhode Island
VT,1,Northeast,2021-02-10,Vermont
GU,0,Territories,2021-02-10,NA
MP,0,Territories,2021-02-10,NA
PR,4,Territories,2021-02-10,NA
VI,1,Territories,2021-02-10,NA
AK,0,West,2021-02-11,Alaska
AZ,200,West,2021-02-11,Arizona
CA,461,West,2021-02-11,California
CO,11,West,2021-02-11,Colorado
HI,1,West,2021-02-11,Hawaii
ID,0,West,2021-02-11,Idaho
MT,0,West,2021-02-11,Montana
NM,18,West,2021-02-11,New Mexico
NV,55,West,2021-02-11,Nevada
OR,12,West,2021-02-11,Oregon
UT,9,West,2021-02-11,Utah
WA,30,West,2021-02-11,Washington
WY,0,West,2021-02-11,Wyoming
IA,22,Midwest,2021-02-11,Iowa
IL,102,Midwest,2021-02-11,Illinois
IN,26,Midwest,2021-02-11,Indiana
KS,0,Midwest,2021-02-11,Kansas
MI,75,Midwest,2021-02-11,Michigan
MN,24,Midwest,2021-02-11,Minnesota
MO,270,Midwest,2021-02-11,Missouri
ND,1,Midwest,2021-02-11,North Dakota
NE,4,Midwest,2021-02-11,Nebraska
OH,721,Midwest,2021-02-11,Ohio
OK,48,Midwest,2021-02-11,Oklahoma
SD,14,Midwest,2021-02-11,South Dakota
WI,11,Midwest,2021-02-11,Wisconsin
AL,99,South,2021-02-11,Alabama
AR,21,South,2021-02-11,Arkansas
FL,174,South,2021-02-11,Florida
GA,73,South,2021-02-11,Georgia
KY,31,South,2021-02-11,Kentucky
LA,23,South,2021-02-11,Louisiana
MS,23,South,2021-02-11,Mississippi
NC,113,South,2021-02-11,North Carolina
SC,87,South,2021-02-11,South Carolina
TN,81,South,2021-02-11,Tennessee
TX,385,South,2021-02-11,Texas
VA,27,South,2021-02-11,Virginia
WV,12,South,2021-02-11,West Virginia
CT,28,Northeast,2021-02-11,Connecticut
DC,8,Northeast,2021-02-11,NA
DE,14,Northeast,2021-02-11,Delaware
MA,61,Northeast,2021-02-11,Massachusetts
MD,21,Northeast,2021-02-11,Maryland
ME,0,Northeast,2021-02-11,Maine
NH,1,Northeast,2021-02-11,New Hampshire
NJ,79,Northeast,2021-02-11,New Jersey
NY,124,Northeast,2021-02-11,New York
PA,115,Northeast,2021-02-11,Pennsylvania
RI,15,Northeast,2021-02-11,Rhode Island
VT,1,Northeast,2021-02-11,Vermont
GU,0,Territories,2021-02-11,NA
MP,0,Territories,2021-02-11,NA
PR,4,Territories,2021-02-11,NA
VI,0,Territories,2021-02-11,NA
AK,2,West,2021-02-12,Alaska
AZ,172,West,2021-02-12,Arizona
CA,546,West,2021-02-12,California
CO,9,West,2021-02-12,Colorado
HI,1,West,2021-02-12,Hawaii
ID,5,West,2021-02-12,Idaho
MT,4,West,2021-02-12,Montana
NM,23,West,2021-02-12,New Mexico
NV,26,West,2021-02-12,Nevada
OR,38,West,2021-02-12,Oregon
UT,11,West,2021-02-12,Utah
WA,42,West,2021-02-12,Washington
WY,0,West,2021-02-12,Wyoming
IA,27,Midwest,2021-02-12,Iowa
IL,32,Midwest,2021-02-12,Illinois
IN,86,Midwest,2021-02-12,Indiana
KS,61,Midwest,2021-02-12,Kansas
MI,10,Midwest,2021-02-12,Michigan
MN,16,Midwest,2021-02-12,Minnesota
MO,11,Midwest,2021-02-12,Missouri
ND,1,Midwest,2021-02-12,North Dakota
NE,12,Midwest,2021-02-12,Nebraska
OH,0,Midwest,2021-02-12,Ohio
OK,11,Midwest,2021-02-12,Oklahoma
SD,2,Midwest,2021-02-12,South Dakota
WI,11,Midwest,2021-02-12,Wisconsin
AL,115,South,2021-02-12,Alabama
AR,14,South,2021-02-12,Arkansas
FL,183,South,2021-02-12,Florida
GA,184,South,2021-02-12,Georgia
KY,35,South,2021-02-12,Kentucky
LA,29,South,2021-02-12,Louisiana
MS,39,South,2021-02-12,Mississippi
NC,82,South,2021-02-12,North Carolina
SC,47,South,2021-02-12,South Carolina
TN,81,South,2021-02-12,Tennessee
TX,324,South,2021-02-12,Texas
VA,10,South,2021-02-12,Virginia
WV,13,South,2021-02-12,West Virginia
CT,27,Northeast,2021-02-12,Connecticut
DC,3,Northeast,2021-02-12,NA
DE,7,Northeast,2021-02-12,Delaware
MA,87,Northeast,2021-02-12,Massachusetts
MD,36,Northeast,2021-02-12,Maryland
ME,2,Northeast,2021-02-12,Maine
NH,9,Northeast,2021-02-12,New Hampshire
NJ,64,Northeast,2021-02-12,New Jersey
NY,139,Northeast,2021-02-12,New York
PA,99,Northeast,2021-02-12,Pennsylvania
RI,16,Northeast,2021-02-12,Rhode Island
VT,1,Northeast,2021-02-12,Vermont
GU,0,Territories,2021-02-12,NA
MP,0,Territories,2021-02-12,NA
PR,5,Territories,2021-02-12,NA
VI,0,Territories,2021-02-12,NA
AK,0,West,2021-02-13,Alaska
AZ,114,West,2021-02-13,Arizona
CA,433,West,2021-02-13,California
CO,24,West,2021-02-13,Colorado
HI,0,West,2021-02-13,Hawaii
ID,7,West,2021-02-13,Idaho
MT,3,West,2021-02-13,Montana
NM,14,West,2021-02-13,New Mexico
NV,31,West,2021-02-13,Nevada
OR,43,West,2021-02-13,Oregon
UT,5,West,2021-02-13,Utah
WA,0,West,2021-02-13,Washington
WY,0,West,2021-02-13,Wyoming
IA,13,Midwest,2021-02-13,Iowa
IL,53,Midwest,2021-02-13,Illinois
IN,32,Midwest,2021-02-13,Indiana
KS,0,Midwest,2021-02-13,Kansas
MI,88,Midwest,2021-02-13,Michigan
MN,7,Midwest,2021-02-13,Minnesota
MO,11,Midwest,2021-02-13,Missouri
ND,0,Midwest,2021-02-13,North Dakota
NE,0,Midwest,2021-02-13,Nebraska
OH,0,Midwest,2021-02-13,Ohio
OK,35,Midwest,2021-02-13,Oklahoma
SD,7,Midwest,2021-02-13,South Dakota
WI,10,Midwest,2021-02-13,Wisconsin
AL,46,South,2021-02-13,Alabama
AR,22,South,2021-02-13,Arkansas
FL,118,South,2021-02-13,Florida
GA,105,South,2021-02-13,Georgia
KY,19,South,2021-02-13,Kentucky
LA,0,South,2021-02-13,Louisiana
MS,32,South,2021-02-13,Mississippi
NC,77,South,2021-02-13,North Carolina
SC,15,South,2021-02-13,South Carolina
TN,9,South,2021-02-13,Tennessee
TX,283,South,2021-02-13,Texas
VA,22,South,2021-02-13,Virginia
WV,1,South,2021-02-13,West Virginia
CT,0,Northeast,2021-02-13,Connecticut
DC,3,Northeast,2021-02-13,NA
DE,11,Northeast,2021-02-13,Delaware
MA,65,Northeast,2021-02-13,Massachusetts
MD,32,Northeast,2021-02-13,Maryland
ME,4,Northeast,2021-02-13,Maine
NH,4,Northeast,2021-02-13,New Hampshire
NJ,47,Northeast,2021-02-13,New Jersey
NY,127,Northeast,2021-02-13,New York
PA,113,Northeast,2021-02-13,Pennsylvania
RI,0,Northeast,2021-02-13,Rhode Island
VT,0,Northeast,2021-02-13,Vermont
GU,0,Territories,2021-02-13,NA
MP,0,Territories,2021-02-13,NA
PR,7,Territories,2021-02-13,NA
VI,0,Territories,2021-02-13,NA
AK,0,West,2021-02-14,Alaska
AZ,30,West,2021-02-14,Arizona
CA,408,West,2021-02-14,California
CO,10,West,2021-02-14,Colorado
HI,1,West,2021-02-14,Hawaii
ID,0,West,2021-02-14,Idaho
MT,0,West,2021-02-14,Montana
NM,13,West,2021-02-14,New Mexico
NV,15,West,2021-02-14,Nevada
OR,0,West,2021-02-14,Oregon
UT,4,West,2021-02-14,Utah
WA,0,West,2021-02-14,Washington
WY,0,West,2021-02-14,Wyoming
IA,0,Midwest,2021-02-14,Iowa
IL,35,Midwest,2021-02-14,Illinois
IN,24,Midwest,2021-02-14,Indiana
KS,0,Midwest,2021-02-14,Kansas
MI,0,Midwest,2021-02-14,Michigan
MN,7,Midwest,2021-02-14,Minnesota
MO,2,Midwest,2021-02-14,Missouri
ND,0,Midwest,2021-02-14,North Dakota
NE,0,Midwest,2021-02-14,Nebraska
OH,6,Midwest,2021-02-14,Ohio
OK,30,Midwest,2021-02-14,Oklahoma
SD,6,Midwest,2021-02-14,South Dakota
WI,1,Midwest,2021-02-14,Wisconsin
AL,0,South,2021-02-14,Alabama
AR,11,South,2021-02-14,Arkansas
FL,96,South,2021-02-14,Florida
GA,3,South,2021-02-14,Georgia
KY,9,South,2021-02-14,Kentucky
LA,17,South,2021-02-14,Louisiana
MS,1,South,2021-02-14,Mississippi
NC,38,South,2021-02-14,North Carolina
SC,77,South,2021-02-14,South Carolina
TN,31,South,2021-02-14,Tennessee
TX,149,South,2021-02-14,Texas
VA,14,South,2021-02-14,Virginia
WV,9,South,2021-02-14,West Virginia
CT,0,Northeast,2021-02-14,Connecticut
DC,0,Northeast,2021-02-14,NA
DE,1,Northeast,2021-02-14,Delaware
MA,60,Northeast,2021-02-14,Massachusetts
MD,18,Northeast,2021-02-14,Maryland
ME,2,Northeast,2021-02-14,Maine
NH,3,Northeast,2021-02-14,New Hampshire
NJ,14,Northeast,2021-02-14,New Jersey
NY,109,Northeast,2021-02-14,New York
PA,24,Northeast,2021-02-14,Pennsylvania
RI,0,Northeast,2021-02-14,Rhode Island
VT,0,Northeast,2021-02-14,Vermont
GU,0,Territories,2021-02-14,NA
MP,0,Territories,2021-02-14,NA
PR,4,Territories,2021-02-14,NA
VI,0,Territories,2021-02-14,NA
AK,0,West,2021-02-15,Alaska
AZ,0,West,2021-02-15,Arizona
CA,200,West,2021-02-15,California
CO,2,West,2021-02-15,Colorado
HI,0,West,2021-02-15,Hawaii
ID,0,West,2021-02-15,Idaho
MT,1,West,2021-02-15,Montana
NM,9,West,2021-02-15,New Mexico
NV,11,West,2021-02-15,Nevada
OR,0,West,2021-02-15,Oregon
UT,2,West,2021-02-15,Utah
WA,0,West,2021-02-15,Washington
WY,0,West,2021-02-15,Wyoming
IA,1,Midwest,2021-02-15,Iowa
IL,41,Midwest,2021-02-15,Illinois
IN,19,Midwest,2021-02-15,Indiana
KS,42,Midwest,2021-02-15,Kansas
MI,8,Midwest,2021-02-15,Michigan
MN,2,Midwest,2021-02-15,Minnesota
MO,0,Midwest,2021-02-15,Missouri
ND,0,Midwest,2021-02-15,North Dakota
NE,1,Midwest,2021-02-15,Nebraska
OH,48,Midwest,2021-02-15,Ohio
OK,17,Midwest,2021-02-15,Oklahoma
SD,0,Midwest,2021-02-15,South Dakota
WI,4,Midwest,2021-02-15,Wisconsin
AL,2,South,2021-02-15,Alabama
AR,10,South,2021-02-15,Arkansas
FL,155,South,2021-02-15,Florida
GA,33,South,2021-02-15,Georgia
KY,8,South,2021-02-15,Kentucky
LA,28,South,2021-02-15,Louisiana
MS,2,South,2021-02-15,Mississippi
NC,10,South,2021-02-15,North Carolina
SC,31,South,2021-02-15,South Carolina
TN,4,South,2021-02-15,Tennessee
TX,66,South,2021-02-15,Texas
VA,4,South,2021-02-15,Virginia
WV,2,South,2021-02-15,West Virginia
CT,66,Northeast,2021-02-15,Connecticut
DC,1,Northeast,2021-02-15,NA
DE,0,Northeast,2021-02-15,Delaware
MA,32,Northeast,2021-02-15,Massachusetts
MD,26,Northeast,2021-02-15,Maryland
ME,0,Northeast,2021-02-15,Maine
NH,2,Northeast,2021-02-15,New Hampshire
NJ,12,Northeast,2021-02-15,New Jersey
NY,103,Northeast,2021-02-15,New York
PA,23,Northeast,2021-02-15,Pennsylvania
RI,44,Northeast,2021-02-15,Rhode Island
VT,1,Northeast,2021-02-15,Vermont
GU,0,Territories,2021-02-15,NA
MP,0,Territories,2021-02-15,NA
PR,0,Territories,2021-02-15,NA
VI,0,Territories,2021-02-15,NA
AK,5,West,2021-02-16,Alaska
AZ,3,West,2021-02-16,Arizona
CA,64,West,2021-02-16,California
CO,2,West,2021-02-16,Colorado
HI,0,West,2021-02-16,Hawaii
ID,3,West,2021-02-16,Idaho
MT,3,West,2021-02-16,Montana
NM,12,West,2021-02-16,New Mexico
NV,13,West,2021-02-16,Nevada
OR,1,West,2021-02-16,Oregon
UT,1,West,2021-02-16,Utah
WA,34,West,2021-02-16,Washington
WY,15,West,2021-02-16,Wyoming
IA,26,Midwest,2021-02-16,Iowa
IL,32,Midwest,2021-02-16,Illinois
IN,40,Midwest,2021-02-16,Indiana
KS,0,Midwest,2021-02-16,Kansas
MI,19,Midwest,2021-02-16,Michigan
MN,2,Midwest,2021-02-16,Minnesota
MO,3,Midwest,2021-02-16,Missouri
ND,0,Midwest,2021-02-16,North Dakota
NE,1,Midwest,2021-02-16,Nebraska
OH,59,Midwest,2021-02-16,Ohio
OK,20,Midwest,2021-02-16,Oklahoma
SD,0,Midwest,2021-02-16,South Dakota
WI,38,Midwest,2021-02-16,Wisconsin
AL,9,South,2021-02-16,Alabama
AR,11,South,2021-02-16,Arkansas
FL,220,South,2021-02-16,Florida
GA,179,South,2021-02-16,Georgia
KY,24,South,2021-02-16,Kentucky
LA,0,South,2021-02-16,Louisiana
MS,37,South,2021-02-16,Mississippi
NC,61,South,2021-02-16,North Carolina
SC,16,South,2021-02-16,South Carolina
TN,17,South,2021-02-16,Tennessee
TX,52,South,2021-02-16,Texas
VA,19,South,2021-02-16,Virginia
WV,4,South,2021-02-16,West Virginia
CT,2,Northeast,2021-02-16,Connecticut
DC,2,Northeast,2021-02-16,NA
DE,8,Northeast,2021-02-16,Delaware
MA,49,Northeast,2021-02-16,Massachusetts
MD,30,Northeast,2021-02-16,Maryland
ME,2,Northeast,2021-02-16,Maine
NH,1,Northeast,2021-02-16,New Hampshire
NJ,31,Northeast,2021-02-16,New Jersey
NY,107,Northeast,2021-02-16,New York
PA,7,Northeast,2021-02-16,Pennsylvania
RI,10,Northeast,2021-02-16,Rhode Island
VT,1,Northeast,2021-02-16,Vermont
GU,0,Territories,2021-02-16,NA
MP,0,Territories,2021-02-16,NA
PR,3,Territories,2021-02-16,NA
VI,0,Territories,2021-02-16,NA
AK,1,West,2021-02-17,Alaska
AZ,82,West,2021-02-17,Arizona
CA,400,West,2021-02-17,California
CO,10,West,2021-02-17,Colorado
HI,1,West,2021-02-17,Hawaii
ID,11,West,2021-02-17,Idaho
MT,3,West,2021-02-17,Montana
NM,12,West,2021-02-17,New Mexico
NV,41,West,2021-02-17,Nevada
OR,5,West,2021-02-17,Oregon
UT,9,West,2021-02-17,Utah
WA,50,West,2021-02-17,Washington
WY,0,West,2021-02-17,Wyoming
IA,43,Midwest,2021-02-17,Iowa
IL,23,Midwest,2021-02-17,Illinois
IN,20,Midwest,2021-02-17,Indiana
KS,115,Midwest,2021-02-17,Kansas
MI,11,Midwest,2021-02-17,Michigan
MN,9,Midwest,2021-02-17,Minnesota
MO,12,Midwest,2021-02-17,Missouri
ND,0,Midwest,2021-02-17,North Dakota
NE,14,Midwest,2021-02-17,Nebraska
OH,60,Midwest,2021-02-17,Ohio
OK,28,Midwest,2021-02-17,Oklahoma
SD,0,Midwest,2021-02-17,South Dakota
WI,10,Midwest,2021-02-17,Wisconsin
AL,63,South,2021-02-17,Alabama
AR,35,South,2021-02-17,Arkansas
FL,157,South,2021-02-17,Florida
GA,78,South,2021-02-17,Georgia
KY,16,South,2021-02-17,Kentucky
LA,49,South,2021-02-17,Louisiana
MS,23,South,2021-02-17,Mississippi
NC,108,South,2021-02-17,North Carolina
SC,52,South,2021-02-17,South Carolina
TN,31,South,2021-02-17,Tennessee
TX,72,South,2021-02-17,Texas
VA,33,South,2021-02-17,Virginia
WV,9,South,2021-02-17,West Virginia
CT,27,Northeast,2021-02-17,Connecticut
DC,3,Northeast,2021-02-17,NA
DE,22,Northeast,2021-02-17,Delaware
MA,55,Northeast,2021-02-17,Massachusetts
MD,19,Northeast,2021-02-17,Maryland
ME,3,Northeast,2021-02-17,Maine
NH,12,Northeast,2021-02-17,New Hampshire
NJ,92,Northeast,2021-02-17,New Jersey
NY,112,Northeast,2021-02-17,New York
PA,193,Northeast,2021-02-17,Pennsylvania
RI,8,Northeast,2021-02-17,Rhode Island
VT,0,Northeast,2021-02-17,Vermont
GU,0,Territories,2021-02-17,NA
MP,0,Territories,2021-02-17,NA
PR,14,Territories,2021-02-17,NA
VI,0,Territories,2021-02-17,NA
AK,0,West,2021-02-18,Alaska
AZ,213,West,2021-02-18,Arizona
CA,417,West,2021-02-18,California
CO,26,West,2021-02-18,Colorado
HI,1,West,2021-02-18,Hawaii
ID,9,West,2021-02-18,Idaho
MT,3,West,2021-02-18,Montana
NM,18,West,2021-02-18,New Mexico
NV,31,West,2021-02-18,Nevada
OR,6,West,2021-02-18,Oregon
UT,7,West,2021-02-18,Utah
WA,44,West,2021-02-18,Washington
WY,0,West,2021-02-18,Wyoming
IA,15,Midwest,2021-02-18,Iowa
IL,72,Midwest,2021-02-18,Illinois
IN,29,Midwest,2021-02-18,Indiana
KS,0,Midwest,2021-02-18,Kansas
MI,85,Midwest,2021-02-18,Michigan
MN,11,Midwest,2021-02-18,Minnesota
MO,225,Midwest,2021-02-18,Missouri
ND,4,Midwest,2021-02-18,North Dakota
NE,7,Midwest,2021-02-18,Nebraska
OH,98,Midwest,2021-02-18,Ohio
OK,23,Midwest,2021-02-18,Oklahoma
SD,3,Midwest,2021-02-18,South Dakota
WI,18,Midwest,2021-02-18,Wisconsin
AL,67,South,2021-02-18,Alabama
AR,8,South,2021-02-18,Arkansas
FL,163,South,2021-02-18,Florida
GA,104,South,2021-02-18,Georgia
KY,31,South,2021-02-18,Kentucky
LA,13,South,2021-02-18,Louisiana
MS,7,South,2021-02-18,Mississippi
NC,96,South,2021-02-18,North Carolina
SC,29,South,2021-02-18,South Carolina
TN,72,South,2021-02-18,Tennessee
TX,97,South,2021-02-18,Texas
VA,16,South,2021-02-18,Virginia
WV,11,South,2021-02-18,West Virginia
CT,20,Northeast,2021-02-18,Connecticut
DC,7,Northeast,2021-02-18,NA
DE,6,Northeast,2021-02-18,Delaware
MA,61,Northeast,2021-02-18,Massachusetts
MD,30,Northeast,2021-02-18,Maryland
ME,1,Northeast,2021-02-18,Maine
NH,2,Northeast,2021-02-18,New Hampshire
NJ,89,Northeast,2021-02-18,New Jersey
NY,116,Northeast,2021-02-18,New York
PA,94,Northeast,2021-02-18,Pennsylvania
RI,15,Northeast,2021-02-18,Rhode Island
VT,2,Northeast,2021-02-18,Vermont
GU,0,Territories,2021-02-18,NA
MP,0,Territories,2021-02-18,NA
PR,8,Territories,2021-02-18,NA
VI,0,Territories,2021-02-18,NA
AK,0,West,2021-02-19,Alaska
AZ,145,West,2021-02-19,Arizona
CA,420,West,2021-02-19,California
CO,14,West,2021-02-19,Colorado
HI,2,West,2021-02-19,Hawaii
ID,0,West,2021-02-19,Idaho
MT,2,West,2021-02-19,Montana
NM,19,West,2021-02-19,New Mexico
NV,26,West,2021-02-19,Nevada
OR,0,West,2021-02-19,Oregon
UT,21,West,2021-02-19,Utah
WA,19,West,2021-02-19,Washington
WY,0,West,2021-02-19,Wyoming
IA,15,Midwest,2021-02-19,Iowa
IL,63,Midwest,2021-02-19,Illinois
IN,44,Midwest,2021-02-19,Indiana
KS,93,Midwest,2021-02-19,Kansas
MI,23,Midwest,2021-02-19,Michigan
MN,8,Midwest,2021-02-19,Minnesota
MO,14,Midwest,2021-02-19,Missouri
ND,0,Midwest,2021-02-19,North Dakota
NE,18,Midwest,2021-02-19,Nebraska
OH,82,Midwest,2021-02-19,Ohio
OK,20,Midwest,2021-02-19,Oklahoma
SD,6,Midwest,2021-02-19,South Dakota
WI,35,Midwest,2021-02-19,Wisconsin
AL,123,South,2021-02-19,Alabama
AR,11,South,2021-02-19,Arkansas
FL,218,South,2021-02-19,Florida
GA,172,South,2021-02-19,Georgia
KY,23,South,2021-02-19,Kentucky
LA,25,South,2021-02-19,Louisiana
MS,3,South,2021-02-19,Mississippi
NC,54,South,2021-02-19,North Carolina
SC,48,South,2021-02-19,South Carolina
TN,7,South,2021-02-19,Tennessee
TX,172,South,2021-02-19,Texas
VA,11,South,2021-02-19,Virginia
WV,12,South,2021-02-19,West Virginia
CT,27,Northeast,2021-02-19,Connecticut
DC,1,Northeast,2021-02-19,NA
DE,17,Northeast,2021-02-19,Delaware
MA,36,Northeast,2021-02-19,Massachusetts
MD,16,Northeast,2021-02-19,Maryland
ME,1,Northeast,2021-02-19,Maine
NH,2,Northeast,2021-02-19,New Hampshire
NJ,63,Northeast,2021-02-19,New Jersey
NY,119,Northeast,2021-02-19,New York
PA,67,Northeast,2021-02-19,Pennsylvania
RI,9,Northeast,2021-02-19,Rhode Island
VT,0,Northeast,2021-02-19,Vermont
GU,0,Territories,2021-02-19,NA
MP,0,Territories,2021-02-19,NA
PR,7,Territories,2021-02-19,NA
VI,0,Territories,2021-02-19,NA
AK,0,West,2021-02-20,Alaska
AZ,59,West,2021-02-20,Arizona
CA,481,West,2021-02-20,California
CO,9,West,2021-02-20,Colorado
HI,0,West,2021-02-20,Hawaii
ID,0,West,2021-02-20,Idaho
MT,2,West,2021-02-20,Montana
NM,11,West,2021-02-20,New Mexico
NV,37,West,2021-02-20,Nevada
OR,5,West,2021-02-20,Oregon
UT,8,West,2021-02-20,Utah
WA,0,West,2021-02-20,Washington
WY,0,West,2021-02-20,Wyoming
IA,0,Midwest,2021-02-20,Iowa
IL,42,Midwest,2021-02-20,Illinois
IN,14,Midwest,2021-02-20,Indiana
KS,0,Midwest,2021-02-20,Kansas
MI,63,Midwest,2021-02-20,Michigan
